Country,juror_A,juror_B,juror_C,juror_D,juror_E,act,night,city,year
Bulgaria,6,13,7,5,8,belarus,second-semi-final,stockholm,2016
Denmark,9,15,6,8,5,belarus,second-semi-final,stockholm,2016
Georgia,10,5,8,9,17,belarus,second-semi-final,stockholm,2016
Ireland,15,14,9,15,15,belarus,second-semi-final,stockholm,2016
Israel,7,12,12,11,10,belarus,second-semi-final,stockholm,2016
Latvia,13,11,11,14,11,belarus,second-semi-final,stockholm,2016
Lithuania,3,2,2,1,3,belarus,second-semi-final,stockholm,2016
NorthMacedonia,16,17,15,17,16,belarus,second-semi-final,stockholm,2016
Norway,8,8,5,7,7,belarus,second-semi-final,stockholm,2016
Poland,14,10,13,13,13,belarus,second-semi-final,stockholm,2016
Serbia,5,9,10,6,6,belarus,second-semi-final,stockholm,2016
Slovenia,17,4,14,16,14,belarus,second-semi-final,stockholm,2016
Switzerland,12,16,16,10,12,belarus,second-semi-final,stockholm,2016
Ukraine,2,6,4,3,4,belarus,second-semi-final,stockholm,2016
Albania,16,16,15,17,16,belgium,second-semi-final,stockholm,2016
Australia,1,1,1,2,2,belgium,second-semi-final,stockholm,2016
Belarus,6,13,12,13,7,belgium,second-semi-final,stockholm,2016
Bulgaria,5,2,10,9,13,belgium,second-semi-final,stockholm,2016
Denmark,10,5,16,10,10,belgium,second-semi-final,stockholm,2016
Georgia,8,6,3,4,1,belgium,second-semi-final,stockholm,2016
Ireland,14,11,7,14,9,belgium,second-semi-final,stockholm,2016
Israel,4,3,4,1,3,belgium,second-semi-final,stockholm,2016
Latvia,15,12,14,5,12,belgium,second-semi-final,stockholm,2016
Lithuania,9,4,9,16,4,belgium,second-semi-final,stockholm,2016
NorthMacedonia,17,15,17,15,15,belgium,second-semi-final,stockholm,2016
Norway,3,8,11,11,8,belgium,second-semi-final,stockholm,2016
Poland,11,9,13,7,11,belgium,second-semi-final,stockholm,2016
Serbia,7,14,5,8,14,belgium,second-semi-final,stockholm,2016
Slovenia,12,7,6,6,6,belgium,second-semi-final,stockholm,2016
Switzerland,13,10,8,12,5,belgium,second-semi-final,stockholm,2016
Ukraine,2,17,2,3,17,belgium,second-semi-final,stockholm,2016
Albania,5,4,11,8,16,bulgaria,second-semi-final,stockholm,2016
Australia,1,2,1,2,2,bulgaria,second-semi-final,stockholm,2016
Belarus,3,11,4,9,5,bulgaria,second-semi-final,stockholm,2016
Belgium,4,1,5,1,1,bulgaria,second-semi-final,stockholm,2016
Denmark,14,17,16,14,17,bulgaria,second-semi-final,stockholm,2016
Georgia,6,9,8,6,3,bulgaria,second-semi-final,stockholm,2016
Ireland,13,10,12,10,12,bulgaria,second-semi-final,stockholm,2016
Israel,7,7,9,4,6,bulgaria,second-semi-final,stockholm,2016
Latvia,15,12,7,16,8,bulgaria,second-semi-final,stockholm,2016
Lithuania,8,13,2,5,15,bulgaria,second-semi-final,stockholm,2016
NorthMacedonia,10,6,15,17,9,bulgaria,second-semi-final,stockholm,2016
Norway,17,8,13,11,13,bulgaria,second-semi-final,stockholm,2016
Poland,12,16,10,12,7,bulgaria,second-semi-final,stockholm,2016
Serbia,2,3,3,3,10,bulgaria,second-semi-final,stockholm,2016
Slovenia,11,5,14,13,11,bulgaria,second-semi-final,stockholm,2016
Switzerland,16,14,17,15,14,bulgaria,second-semi-final,stockholm,2016
Ukraine,9,15,6,7,4,bulgaria,second-semi-final,stockholm,2016
Albania,17,15,11,4,14,denmark,second-semi-final,stockholm,2016
Australia,2,1,1,12,1,denmark,second-semi-final,stockholm,2016
Belarus,9,11,15,8,15,denmark,second-semi-final,stockholm,2016
Belgium,11,4,2,10,4,denmark,second-semi-final,stockholm,2016
Bulgaria,5,12,4,5,8,denmark,second-semi-final,stockholm,2016
Georgia,10,13,10,3,16,denmark,second-semi-final,stockholm,2016
Ireland,7,6,5,17,6,denmark,second-semi-final,stockholm,2016
Israel,3,10,7,13,7,denmark,second-semi-final,stockholm,2016
Latvia,13,2,6,11,9,denmark,second-semi-final,stockholm,2016
Lithuania,4,3,3,15,2,denmark,second-semi-final,stockholm,2016
NorthMacedonia,16,17,17,1,17,denmark,second-semi-final,stockholm,2016
Norway,8,5,8,9,5,denmark,second-semi-final,stockholm,2016
Poland,14,9,12,16,13,denmark,second-semi-final,stockholm,2016
Serbia,15,14,16,6,10,denmark,second-semi-final,stockholm,2016
Slovenia,6,8,9,14,11,denmark,second-semi-final,stockholm,2016
Switzerland,12,7,14,7,3,denmark,second-semi-final,stockholm,2016
Ukraine,1,16,13,2,12,denmark,second-semi-final,stockholm,2016
Albania,12,3,16,5,14,georgia,second-semi-final,stockholm,2016
Australia,4,14,5,4,3,georgia,second-semi-final,stockholm,2016
Belarus,10,5,10,16,15,georgia,second-semi-final,stockholm,2016
Belgium,2,16,2,3,2,georgia,second-semi-final,stockholm,2016
Bulgaria,16,2,17,14,9,georgia,second-semi-final,stockholm,2016
Denmark,6,9,9,6,12,georgia,second-semi-final,stockholm,2016
Ireland,11,10,12,11,11,georgia,second-semi-final,stockholm,2016
Israel,5,12,7,10,5,georgia,second-semi-final,stockholm,2016
Latvia,14,11,3,7,6,georgia,second-semi-final,stockholm,2016
Lithuania,13,8,13,9,4,georgia,second-semi-final,stockholm,2016
NorthMacedonia,17,1,14,8,17,georgia,second-semi-final,stockholm,2016
Norway,3,7,15,15,10,georgia,second-semi-final,stockholm,2016
Poland,9,4,8,17,8,georgia,second-semi-final,stockholm,2016
Serbia,7,15,11,12,13,georgia,second-semi-final,stockholm,2016
Slovenia,15,6,4,13,16,georgia,second-semi-final,stockholm,2016
Switzerland,8,13,6,2,7,georgia,second-semi-final,stockholm,2016
Ukraine,1,17,1,1,1,georgia,second-semi-final,stockholm,2016
Albania,12,11,11,18,15,germany,second-semi-final,stockholm,2016
Australia,4,5,5,2,2,germany,second-semi-final,stockholm,2016
Belarus,9,7,8,14,12,germany,second-semi-final,stockholm,2016
Belgium,1,4,2,5,6,germany,second-semi-final,stockholm,2016
Bulgaria,5,9,7,6,14,germany,second-semi-final,stockholm,2016
Denmark,18,18,18,17,18,germany,second-semi-final,stockholm,2016
Georgia,6,2,1,1,4,germany,second-semi-final,stockholm,2016
Ireland,16,16,14,13,13,germany,second-semi-final,stockholm,2016
Israel,2,1,3,3,1,germany,second-semi-final,stockholm,2016
Latvia,8,6,6,12,7,germany,second-semi-final,stockholm,2016
Lithuania,11,8,17,7,5,germany,second-semi-final,stockholm,2016
NorthMacedonia,7,17,12,16,17,germany,second-semi-final,stockholm,2016
Norway,15,14,13,4,8,germany,second-semi-final,stockholm,2016
Poland,10,12,15,11,9,germany,second-semi-final,stockholm,2016
Serbia,13,15,16,15,16,germany,second-semi-final,stockholm,2016
Slovenia,17,13,9,10,10,germany,second-semi-final,stockholm,2016
Switzerland,14,10,10,8,11,germany,second-semi-final,stockholm,2016
Ukraine,3,3,4,9,3,germany,second-semi-final,stockholm,2016
Albania,14,16,12,12,15,ireland,second-semi-final,stockholm,2016
Australia,16,1,3,6,8,ireland,second-semi-final,stockholm,2016
Belarus,4,14,4,9,10,ireland,second-semi-final,stockholm,2016
Belgium,2,3,1,1,1,ireland,second-semi-final,stockholm,2016
Bulgaria,10,2,7,4,5,ireland,second-semi-final,stockholm,2016
Denmark,11,11,17,14,7,ireland,second-semi-final,stockholm,2016
Georgia,15,10,2,16,6,ireland,second-semi-final,stockholm,2016
Israel,1,5,6,3,16,ireland,second-semi-final,stockholm,2016
Latvia,6,4,5,10,12,ireland,second-semi-final,stockholm,2016
Lithuania,8,8,10,11,3,ireland,second-semi-final,stockholm,2016
NorthMacedonia,13,9,15,15,17,ireland,second-semi-final,stockholm,2016
Norway,9,17,11,13,11,ireland,second-semi-final,stockholm,2016
Poland,12,15,16,7,9,ireland,second-semi-final,stockholm,2016
Serbia,5,13,14,5,14,ireland,second-semi-final,stockholm,2016
Slovenia,3,12,8,2,4,ireland,second-semi-final,stockholm,2016
Switzerland,7,6,13,8,2,ireland,second-semi-final,stockholm,2016
Ukraine,17,7,9,17,13,ireland,second-semi-final,stockholm,2016
Albania,13,15,17,12,13,israel,second-semi-final,stockholm,2016
Australia,3,1,1,4,2,israel,second-semi-final,stockholm,2016
Belarus,4,13,12,14,17,israel,second-semi-final,stockholm,2016
Belgium,10,3,8,10,1,israel,second-semi-final,stockholm,2016
Bulgaria,7,5,7,6,14,israel,second-semi-final,stockholm,2016
Denmark,17,10,15,17,10,israel,second-semi-final,stockholm,2016
Georgia,5,8,11,7,4,israel,second-semi-final,stockholm,2016
Ireland,6,14,2,15,6,israel,second-semi-final,stockholm,2016
Latvia,8,2,10,3,5,israel,second-semi-final,stockholm,2016
Lithuania,12,7,3,5,9,israel,second-semi-final,stockholm,2016
NorthMacedonia,1,6,5,1,12,israel,second-semi-final,stockholm,2016
Norway,14,9,6,16,15,israel,second-semi-final,stockholm,2016
Poland,11,11,16,11,16,israel,second-semi-final,stockholm,2016
Serbia,15,17,13,13,11,israel,second-semi-final,stockholm,2016
Slovenia,16,16,9,9,7,israel,second-semi-final,stockholm,2016
Switzerland,9,12,14,8,8,israel,second-semi-final,stockholm,2016
Ukraine,2,4,4,2,3,israel,second-semi-final,stockholm,2016
Albania,6,18,17,14,7,italy,second-semi-final,stockholm,2016
Australia,1,5,2,4,1,italy,second-semi-final,stockholm,2016
Belarus,17,6,12,15,5,italy,second-semi-final,stockholm,2016
Belgium,4,17,14,2,10,italy,second-semi-final,stockholm,2016
Bulgaria,7,9,10,12,16,italy,second-semi-final,stockholm,2016
Denmark,18,8,11,18,12,italy,second-semi-final,stockholm,2016
Georgia,5,2,13,1,2,italy,second-semi-final,stockholm,2016
Ireland,15,4,9,13,9,italy,second-semi-final,stockholm,2016
Israel,3,10,1,5,3,italy,second-semi-final,stockholm,2016
Latvia,9,15,4,10,18,italy,second-semi-final,stockholm,2016
Lithuania,12,12,5,7,15,italy,second-semi-final,stockholm,2016
NorthMacedonia,16,13,18,16,8,italy,second-semi-final,stockholm,2016
Norway,11,16,16,17,13,italy,second-semi-final,stockholm,2016
Poland,13,14,6,11,4,italy,second-semi-final,stockholm,2016
Serbia,8,7,8,8,11,italy,second-semi-final,stockholm,2016
Slovenia,10,3,7,3,14,italy,second-semi-final,stockholm,2016
Switzerland,14,11,15,9,17,italy,second-semi-final,stockholm,2016
Ukraine,2,1,3,6,6,italy,second-semi-final,stockholm,2016
Albania,15,8,13,14,8,latvia,second-semi-final,stockholm,2016
Australia,2,2,5,7,3,latvia,second-semi-final,stockholm,2016
Belarus,4,12,11,13,12,latvia,second-semi-final,stockholm,2016
Belgium,3,11,7,8,9,latvia,second-semi-final,stockholm,2016
Bulgaria,9,6,4,3,6,latvia,second-semi-final,stockholm,2016
Denmark,13,7,14,11,11,latvia,second-semi-final,stockholm,2016
Georgia,14,9,3,4,4,latvia,second-semi-final,stockholm,2016
Ireland,11,10,8,12,16,latvia,second-semi-final,stockholm,2016
Israel,10,16,6,5,5,latvia,second-semi-final,stockholm,2016
Lithuania,1,3,2,2,2,latvia,second-semi-final,stockholm,2016
NorthMacedonia,17,15,17,15,17,latvia,second-semi-final,stockholm,2016
Norway,5,14,16,17,13,latvia,second-semi-final,stockholm,2016
Poland,12,13,15,10,15,latvia,second-semi-final,stockholm,2016
Serbia,8,5,9,6,7,latvia,second-semi-final,stockholm,2016
Slovenia,6,4,10,9,10,latvia,second-semi-final,stockholm,2016
Switzerland,16,17,12,16,14,latvia,second-semi-final,stockholm,2016
Ukraine,7,1,1,1,1,latvia,second-semi-final,stockholm,2016
Albania,11,7,12,17,11,lithuania,second-semi-final,stockholm,2016
Australia,2,1,1,2,2,lithuania,second-semi-final,stockholm,2016
Belarus,15,11,9,10,14,lithuania,second-semi-final,stockholm,2016
Belgium,8,4,5,4,7,lithuania,second-semi-final,stockholm,2016
Bulgaria,13,9,11,5,16,lithuania,second-semi-final,stockholm,2016
Denmark,16,8,13,16,8,lithuania,second-semi-final,stockholm,2016
Georgia,3,2,3,1,1,lithuania,second-semi-final,stockholm,2016
Ireland,12,14,14,13,10,lithuania,second-semi-final,stockholm,2016
Israel,5,6,6,6,4,lithuania,second-semi-final,stockholm,2016
Latvia,4,5,4,3,5,lithuania,second-semi-final,stockholm,2016
NorthMacedonia,17,17,17,15,17,lithuania,second-semi-final,stockholm,2016
Norway,6,12,8,9,6,lithuania,second-semi-final,stockholm,2016
Poland,14,13,7,8,9,lithuania,second-semi-final,stockholm,2016
Serbia,10,10,16,11,13,lithuania,second-semi-final,stockholm,2016
Slovenia,7,15,10,14,12,lithuania,second-semi-final,stockholm,2016
Switzerland,9,16,15,12,15,lithuania,second-semi-final,stockholm,2016
Ukraine,1,3,2,7,3,lithuania,second-semi-final,stockholm,2016
Albania,5,10,10,10,16,north-macedonia,second-semi-final,stockholm,2016
Australia,9,13,2,15,3,north-macedonia,second-semi-final,stockholm,2016
Belarus,10,15,16,14,9,north-macedonia,second-semi-final,stockholm,2016
Belgium,7,11,9,8,11,north-macedonia,second-semi-final,stockholm,2016
Bulgaria,1,4,5,4,6,north-macedonia,second-semi-final,stockholm,2016
Denmark,12,7,14,17,17,north-macedonia,second-semi-final,stockholm,2016
Georgia,3,6,17,12,13,north-macedonia,second-semi-final,stockholm,2016
Ireland,11,12,13,6,15,north-macedonia,second-semi-final,stockholm,2016
Israel,14,3,6,5,8,north-macedonia,second-semi-final,stockholm,2016
Latvia,17,17,8,3,5,north-macedonia,second-semi-final,stockholm,2016
Lithuania,13,9,4,9,4,north-macedonia,second-semi-final,stockholm,2016
Norway,8,14,15,13,14,north-macedonia,second-semi-final,stockholm,2016
Poland,16,1,12,16,12,north-macedonia,second-semi-final,stockholm,2016
Serbia,2,2,1,2,1,north-macedonia,second-semi-final,stockholm,2016
Slovenia,6,8,7,7,7,north-macedonia,second-semi-final,stockholm,2016
Switzerland,15,16,11,11,10,north-macedonia,second-semi-final,stockholm,2016
Ukraine,4,5,3,1,2,north-macedonia,second-semi-final,stockholm,2016
Albania,13,14,14,15,16,norway,second-semi-final,stockholm,2016
Australia,1,3,5,5,3,norway,second-semi-final,stockholm,2016
Belarus,10,9,9,14,13,norway,second-semi-final,stockholm,2016
Belgium,5,8,4,1,12,norway,second-semi-final,stockholm,2016
Bulgaria,9,2,2,4,2,norway,second-semi-final,stockholm,2016
Denmark,7,7,11,16,14,norway,second-semi-final,stockholm,2016
Georgia,14,15,7,7,6,norway,second-semi-final,stockholm,2016
Ireland,6,4,6,12,11,norway,second-semi-final,stockholm,2016
Israel,3,1,16,3,10,norway,second-semi-final,stockholm,2016
Latvia,12,11,10,9,7,norway,second-semi-final,stockholm,2016
Lithuania,2,10,3,2,5,norway,second-semi-final,stockholm,2016
NorthMacedonia,17,16,17,17,15,norway,second-semi-final,stockholm,2016
Poland,15,5,1,10,4,norway,second-semi-final,stockholm,2016
Serbia,16,17,15,13,8,norway,second-semi-final,stockholm,2016
Slovenia,8,13,13,8,9,norway,second-semi-final,stockholm,2016
Switzerland,11,6,12,11,17,norway,second-semi-final,stockholm,2016
Ukraine,4,12,8,6,1,norway,second-semi-final,stockholm,2016
Albania,14,12,8,13,13,poland,second-semi-final,stockholm,2016
Australia,3,3,1,3,2,poland,second-semi-final,stockholm,2016
Belarus,5,14,3,11,9,poland,second-semi-final,stockholm,2016
Belgium,12,5,10,4,14,poland,second-semi-final,stockholm,2016
Bulgaria,13,4,15,5,3,poland,second-semi-final,stockholm,2016
Denmark,16,16,17,15,11,poland,second-semi-final,stockholm,2016
Georgia,2,9,9,9,4,poland,second-semi-final,stockholm,2016
Ireland,10,17,16,17,12,poland,second-semi-final,stockholm,2016
Israel,4,2,12,2,7,poland,second-semi-final,stockholm,2016
Latvia,6,10,6,10,5,poland,second-semi-final,stockholm,2016
Lithuania,9,6,5,6,17,poland,second-semi-final,stockholm,2016
NorthMacedonia,15,13,4,12,8,poland,second-semi-final,stockholm,2016
Norway,11,7,11,7,15,poland,second-semi-final,stockholm,2016
Serbia,8,11,7,14,6,poland,second-semi-final,stockholm,2016
Slovenia,7,8,14,8,10,poland,second-semi-final,stockholm,2016
Switzerland,17,15,13,16,16,poland,second-semi-final,stockholm,2016
Ukraine,1,1,2,1,1,poland,second-semi-final,stockholm,2016
Albania,3,7,3,2,4,serbia,second-semi-final,stockholm,2016
Australia,6,11,7,8,11,serbia,second-semi-final,stockholm,2016
Belarus,12,13,16,15,14,serbia,second-semi-final,stockholm,2016
Belgium,10,12,14,14,5,serbia,second-semi-final,stockholm,2016
Bulgaria,11,10,10,11,7,serbia,second-semi-final,stockholm,2016
Denmark,16,17,17,17,16,serbia,second-semi-final,stockholm,2016
Georgia,4,5,15,10,12,serbia,second-semi-final,stockholm,2016
Ireland,8,16,13,16,17,serbia,second-semi-final,stockholm,2016
Israel,5,3,6,3,6,serbia,second-semi-final,stockholm,2016
Latvia,14,15,11,5,10,serbia,second-semi-final,stockholm,2016
Lithuania,7,8,8,6,3,serbia,second-semi-final,stockholm,2016
NorthMacedonia,1,2,1,1,2,serbia,second-semi-final,stockholm,2016
Norway,15,6,12,7,15,serbia,second-semi-final,stockholm,2016
Poland,13,14,5,13,9,serbia,second-semi-final,stockholm,2016
Slovenia,9,4,4,4,8,serbia,second-semi-final,stockholm,2016
Switzerland,17,9,9,12,13,serbia,second-semi-final,stockholm,2016
Ukraine,2,1,2,9,1,serbia,second-semi-final,stockholm,2016
Albania,6,15,11,16,17,slovenia,second-semi-final,stockholm,2016
Australia,9,3,10,3,9,slovenia,second-semi-final,stockholm,2016
Belarus,13,10,2,6,10,slovenia,second-semi-final,stockholm,2016
Belgium,3,2,8,1,2,slovenia,second-semi-final,stockholm,2016
Bulgaria,4,13,9,2,5,slovenia,second-semi-final,stockholm,2016
Denmark,17,16,15,15,16,slovenia,second-semi-final,stockholm,2016
Georgia,14,8,17,17,3,slovenia,second-semi-final,stockholm,2016
Ireland,15,5,13,13,14,slovenia,second-semi-final,stockholm,2016
Israel,7,12,4,5,7,slovenia,second-semi-final,stockholm,2016
Latvia,1,6,6,4,4,slovenia,second-semi-final,stockholm,2016
Lithuania,10,11,3,9,12,slovenia,second-semi-final,stockholm,2016
NorthMacedonia,16,17,14,14,13,slovenia,second-semi-final,stockholm,2016
Norway,12,9,16,12,15,slovenia,second-semi-final,stockholm,2016
Poland,5,14,1,11,6,slovenia,second-semi-final,stockholm,2016
Serbia,11,7,12,7,8,slovenia,second-semi-final,stockholm,2016
Switzerland,2,4,5,8,11,slovenia,second-semi-final,stockholm,2016
Ukraine,8,1,7,10,1,slovenia,second-semi-final,stockholm,2016
Albania,14,9,14,8,10,switzerland,second-semi-final,stockholm,2016
Australia,7,1,4,1,2,switzerland,second-semi-final,stockholm,2016
Belarus,3,11,17,11,12,switzerland,second-semi-final,stockholm,2016
Belgium,4,3,6,4,1,switzerland,second-semi-final,stockholm,2016
Bulgaria,6,10,3,9,8,switzerland,second-semi-final,stockholm,2016
Denmark,10,17,11,17,13,switzerland,second-semi-final,stockholm,2016
Georgia,15,15,9,12,4,switzerland,second-semi-final,stockholm,2016
Ireland,9,16,12,16,15,switzerland,second-semi-final,stockholm,2016
Israel,1,5,2,2,5,switzerland,second-semi-final,stockholm,2016
Latvia,8,4,8,3,3,switzerland,second-semi-final,stockholm,2016
Lithuania,2,2,1,7,6,switzerland,second-semi-final,stockholm,2016
NorthMacedonia,17,12,15,14,17,switzerland,second-semi-final,stockholm,2016
Norway,13,8,13,6,14,switzerland,second-semi-final,stockholm,2016
Poland,11,14,7,13,16,switzerland,second-semi-final,stockholm,2016
Serbia,12,6,16,10,7,switzerland,second-semi-final,stockholm,2016
Slovenia,16,13,10,15,11,switzerland,second-semi-final,stockholm,2016
Ukraine,5,7,5,5,9,switzerland,second-semi-final,stockholm,2016
Albania,15,8,17,14,12,ukraine,second-semi-final,stockholm,2016
Australia,2,2,1,1,3,ukraine,second-semi-final,stockholm,2016
Belarus,7,4,10,9,9,ukraine,second-semi-final,stockholm,2016
Belgium,1,1,3,4,2,ukraine,second-semi-final,stockholm,2016
Bulgaria,8,15,6,12,15,ukraine,second-semi-final,stockholm,2016
Denmark,14,10,14,16,10,ukraine,second-semi-final,stockholm,2016
Georgia,16,14,7,3,1,ukraine,second-semi-final,stockholm,2016
Ireland,10,6,9,7,16,ukraine,second-semi-final,stockholm,2016
Israel,6,5,2,5,4,ukraine,second-semi-final,stockholm,2016
Latvia,3,7,4,8,6,ukraine,second-semi-final,stockholm,2016
Lithuania,4,3,5,2,5,ukraine,second-semi-final,stockholm,2016
NorthMacedonia,17,17,16,17,17,ukraine,second-semi-final,stockholm,2016
Norway,13,9,8,15,13,ukraine,second-semi-final,stockholm,2016
Poland,12,12,11,10,8,ukraine,second-semi-final,stockholm,2016
Serbia,5,11,15,6,11,ukraine,second-semi-final,stockholm,2016
Slovenia,9,13,12,11,14,ukraine,second-semi-final,stockholm,2016
Switzerland,11,16,13,13,7,ukraine,second-semi-final,stockholm,2016
Albania,14,13,12,14,4,united-kingdom,second-semi-final,stockholm,2016
Australia,2,2,3,6,8,united-kingdom,second-semi-final,stockholm,2016
Belarus,16,11,8,2,9,united-kingdom,second-semi-final,stockholm,2016
Belgium,11,3,1,15,2,united-kingdom,second-semi-final,stockholm,2016
Bulgaria,4,5,11,10,3,united-kingdom,second-semi-final,stockholm,2016
Denmark,13,17,17,13,14,united-kingdom,second-semi-final,stockholm,2016
Georgia,7,1,2,3,1,united-kingdom,second-semi-final,stockholm,2016
Ireland,6,18,5,5,15,united-kingdom,second-semi-final,stockholm,2016
Israel,1,6,15,9,13,united-kingdom,second-semi-final,stockholm,2016
Latvia,5,12,14,7,16,united-kingdom,second-semi-final,stockholm,2016
Lithuania,3,8,4,4,7,united-kingdom,second-semi-final,stockholm,2016
NorthMacedonia,18,16,18,18,18,united-kingdom,second-semi-final,stockholm,2016
Norway,9,15,6,12,10,united-kingdom,second-semi-final,stockholm,2016
Poland,8,14,16,11,5,united-kingdom,second-semi-final,stockholm,2016
Serbia,12,7,13,17,11,united-kingdom,second-semi-final,stockholm,2016
Slovenia,10,10,9,16,12,united-kingdom,second-semi-final,stockholm,2016
Switzerland,17,9,10,8,17,united-kingdom,second-semi-final,stockholm,2016
Ukraine,15,4,7,1,6,united-kingdom,second-semi-final,stockholm,2016
